frequency,word,reason,include
8041,grenade,Simple noun,N
8042,shudder,Nuanced verb,Y
8043,wink,Multiple meanings,Y
8044,stellar,Multiple meanings,Y
8045,coarse,Nuanced adjective,Y
8046,incumbent,Multiple meanings,Y
8047,celebrated,Nuanced adjective,Y
8048,outreach,Abstract noun,Y
8049,spelling,Simple noun,N
8050,baked,Simple adjective,N
8051,regimen,Nuanced noun,Y
8052,goddamn,Slang/interjection,N
8053,proceeds,Nuanced noun,Y
8054,perpetrator,Nuanced noun,Y
8055,whine,Nuanced verb,Y
8056,fetus,Medical,N
8057,catalyst,Multiple meanings,Y
8058,extremist,Nuanced noun,Y
8059,contour,Multiple meanings,Y
8060,wardrobe,Multiple meanings,Y
8061,ordinance,Nuanced noun,Y
8062,doctoral,Nuanced adjective,Y
8063,grease,Multiple meanings,Y
8064,episcopal,Religious,N
8065,aviation,Abstract noun,Y
8066,hawk,Multiple meanings,Y
8067,imaginative,Nuanced adjective,Y
8068,mercury,Multiple meanings,Y
8069,hopeless,Nuanced adjective,Y
8070,pathetic,Nuanced adjective,Y
8071,confide,Nuanced verb,Y
8072,struggling,Nuanced adjective,Y
8073,fasten,Simple verb,N
8074,decay,Multiple meanings,Y
8075,silhouette,Nuanced noun,Y
8076,revisit,Nuanced verb,Y
8077,gulf,Multiple meanings,Y
8078,hen,Animal,N
8079,resonance,Abstract noun,Y
8081,node,Multiple meanings,Y
8082,conserve,Nuanced verb,Y
8083,noodle,Food,N
8085,casting,Multiple meanings,Y
8086,moonlight,Multiple meanings,Y
8087,revised,Nuanced adjective,Y
8089,bowling,Sports/activity,N
8090,portrayal,Abstract noun,Y
8091,specially,Nuanced adverb,Y
8092,shaky,Nuanced adjective,Y
8093,villain,Nuanced noun,Y
8094,durable,Nuanced adjective,Y
8095,industrialized,Nuanced adjective,Y
8097,generosity,Abstract noun,Y
8098,capitalize,Multiple meanings,Y
8100,sift,Multiple meanings,Y
8101,bail,Multiple meanings,Y
8102,deliberation,Abstract noun,Y
8103,compass,Multiple meanings,Y
8105,podium,Simple noun,N
8106,novelty,Abstract noun,Y
8107,hoop,Multiple meanings,Y
8108,brightness,Abstract noun,Y
8109,outset,Nuanced noun,Y
8110,martial,Nuanced adjective,Y
8111,pastel,Simple noun/adjective,N
8112,cardiovascular,Medical,N
8113,schooling,Nuanced noun,Y
8114,dropout,Nuanced noun,Y
8115,flooding,Simple noun,N
8116,repay,Multiple meanings,Y
8117,irresponsible,Nuanced adjective,Y
8119,stimulation,Abstract noun,Y
8120,grouping,Nuanced noun,Y
8121,jeopardize,Nuanced verb,Y
8122,neon,Simple noun,N
8123,chili,Food,N
8124,subscribe,Multiple meanings,Y
8125,institute,Multiple meanings,Y
8126,sprout,Multiple meanings,Y
8128,spinal,Medical,N
8130,categorize,Nuanced verb,Y
8131,pigeon,Animal,N
8132,mutually,Nuanced adverb,Y
8133,eve,Multiple meanings,Y
8135,functioning,Nuanced noun,Y
8136,heighten,Nuanced verb,Y
8137,gland,Medical,N
8138,latitude,Multiple meanings,Y
8139,gig,Multiple meanings,Y
8140,expressive,Nuanced adjective,Y
8141,meaningless,Nuanced adjective,Y
8142,moose,Animal,N
8143,equate,Nuanced verb,Y
8145,yearn,Nuanced verb,Y
8146,unsure,Nuanced adjective,Y
8147,unseen,Nuanced adjective,Y
8148,sociology,Academic field,Y
8149,theoretically,Nuanced adverb,Y
8150,bound,Multiple meanings,Y
8151,prostitution,Abstract noun,Y
8152,ceramics,Simple noun,N
8153,adorn,Nuanced verb,Y
8154,unify,Nuanced verb,Y
8155,clearing,Multiple meanings,Y
8156,famed,Nuanced adjective,Y
8157,turnout,Nuanced noun,Y
8158,rabbi,Religious title,N
8159,twisted,Multiple meanings,Y
8160,pharmacy,Simple noun,N
8161,inaugural,Nuanced adjective,Y
8162,detainee,Nuanced noun,Y
8164,acceleration,Abstract noun,Y
8165,hindu,Religious,N
8167,indifference,Abstract noun,Y
8168,shiite,Religious,N
8169,wavelength,Multiple meanings,Y
8170,guru,Multiple meanings,Y
8171,cardiac,Medical,N
8172,bill,Multiple meanings (already covered),N
8173,contingency,Nuanced noun,Y
8174,spiral,Multiple meanings,Y
8175,punk,Multiple meanings,Y
8177,distinctly,Nuanced adverb,Y
8178,attempted,Nuanced adjective,Y
8179,paw,Simple noun,N
8181,whirl,Multiple meanings,Y
8182,flirt,Multiple meanings,Y
8183,computerized,Nuanced adjective,Y
8184,sovereign,Multiple meanings,Y
8185,plow,Multiple meanings,Y
8186,atrocity,Abstract noun,Y
8187,flutter,Multiple meanings,Y
8188,incur,Nuanced verb,Y
8190,flicker,Multiple meanings,Y
8191,cooler,Simple noun,N
8194,brag,Nuanced verb,Y
8195,hypothetical,Nuanced adjective,Y
8196,blessed,Multiple meanings,Y
8197,delete,Simple verb,N
8198,tortilla,Food,N
8199,plank,Multiple meanings,Y
8200,exhausted,Nuanced adjective,Y
8201,postmodern,Nuanced adjective,Y
8202,blaze,Multiple meanings,Y
8203,familiarity,Abstract noun,Y
8204,physiological,Nuanced adjective,Y
8205,carpenter,Simple job,N
8206,glamorous,Nuanced adjective,Y
8207,slate,Multiple meanings,Y
8208,relaxation,Abstract noun,Y
8209,souvenir,Simple noun,N
8210,narrowly,Nuanced adverb,Y
8211,successive,Nuanced adjective,Y
8212,conversely,Transition word,Y
8213,disciple,Nuanced noun,Y
8214,biscuit,Food,N
8215,brand-new,Nuanced compound,Y
8216,angrily,Nuanced adverb,Y
8217,benchmark,Nuanced noun,Y
8218,lousy,Nuanced adjective,Y
8219,monastery,Simple noun,N
8220,sniper,Simple noun,N
8221,headlight,Simple noun,N
8222,backlash,Nuanced noun,Y
8223,bakery,Simple noun,N
8224,vet,Multiple meanings,Y
8226,intern,Multiple meanings,Y
8227,divorced,Nuanced adjective,Y
8228,consortium,Nuanced noun,Y
8229,hesitation,Abstract noun,Y
8231,apron,Simple noun,N
8232,nostalgia,Abstract noun,Y
8233,accordance,Nuanced noun,Y
8234,coyote,Animal,N
8235,uneven,Nuanced adjective,Y
8237,thunder,Multiple meanings,Y
8238,waterfall,Simple noun,N
8239,preclude,Nuanced verb,Y
8240,litter,Multiple meanings,Y
8242,automated,Nuanced adjective,Y
8243,exquisite,Nuanced adjective,Y
8244,immerse,Multiple meanings,Y
8245,petroleum,Technical,N
8246,infected,Nuanced adjective,Y
8247,bodyguard,Simple noun,N
8248,thug,Nuanced noun,Y
8249,initiation,Abstract noun,Y
8250,preheat,Simple verb,N
8251,face-to-face,Nuanced compound,Y
8252,misunderstanding,Abstract noun,Y
8253,mustache,Simple noun,N
8254,swap,Multiple meanings,Y
8255,consciously,Nuanced adverb,Y
8256,aura,Nuanced noun,Y
8257,sic,Technical,N
8258,competitiveness,Abstract noun,Y
8259,honeymoon,Multiple meanings,Y
8260,jealousy,Abstract noun,Y
8261,flap,Multiple meanings,Y
8262,submission,Multiple meanings,Y
8263,cadet,Simple noun,N
8264,plaza,Simple noun,N
8267,drastic,Nuanced adjective,Y
8269,chilling,Nuanced adjective,Y
8270,farewell,Nuanced noun,Y
8271,woe,Abstract noun,Y
8272,sauté,Food/cooking,N
8273,ripple,Multiple meanings,Y
8274,cookbook,Simple noun,N
8275,striped,Simple adjective,N
8276,patriotism,Abstract noun,Y
8277,eighteenth,Number ordinal,N
8278,disciplinary,Nuanced adjective,Y
8279,advent,Nuanced noun,Y
8280,softball,Sports,N
8281,imbalance,Abstract noun,Y
8282,moderately,Nuanced adverb,Y
8283,broadcaster,Simple noun,N
8284,poker,Multiple meanings,Y
8285,seam,Multiple meanings,Y
8286,alienate,Nuanced verb,Y
8287,dolphin,Animal,N
8288,restructure,Nuanced verb,Y
8289,sting,Multiple meanings,Y
8290,shortcoming,Abstract noun,Y
8291,sandal,Simple clothing,N
8292,exhaustion,Abstract noun,Y
8293,longing,Abstract noun,Y
8294,booster,Multiple meanings,Y
8295,indoors,Simple adverb,N
8296,idle,Multiple meanings,Y
8297,kurd,Nationality,N
8298,ubiquitous,Nuanced adjective,Y
8299,carved,Nuanced adjective,Y
8300,pinpoint,Multiple meanings,Y
8301,swimmer,Simple noun,N
8302,scenery,Simple noun,N
8303,mince,Multiple meanings,Y
8304,pivotal,Nuanced adjective,Y
8306,cosmos,Nuanced noun,Y
8307,haze,Multiple meanings,Y
8310,anatomy,Multiple meanings,Y
8311,liberalism,Abstract noun,Y
8312,dissent,Multiple meanings,Y
8313,scenic,Nuanced adjective,Y
8314,solitude,Abstract noun,Y
8315,cinema,Simple noun,N
8316,ragged,Nuanced adjective,Y
8317,drunken,Nuanced adjective,Y
8318,celery,Food,N
8320,courageous,Nuanced adjective,Y
8321,sculptor,Simple noun,N
8322,lavender,Simple noun,N
8323,disconnect,Multiple meanings,Y
8324,fragrance,Simple noun,N
8325,luckily,Nuanced adverb,Y
8326,gleaming,Nuanced adjective,Y
8327,grove,Simple noun,N
8328,authenticity,Abstract noun,Y
8329,inch,Multiple meanings,Y
8330,converge,Nuanced verb,Y
8331,trivial,Nuanced adjective,Y
8332,porcelain,Simple noun,N
8333,designation,Abstract noun,Y
8334,syrian,Nationality,N
8335,scanner,Simple noun,N
8336,pricing,Nuanced noun,Y
8337,deception,Abstract noun,Y
8338,expanse,Nuanced noun,Y
8339,inventor,Simple noun,N
8340,reinvent,Nuanced verb,Y
8341,fines,Multiple meanings,Y
8342,buzz,Multiple meanings,Y
8343,boxer,Multiple meanings,Y
8344,famine,Abstract noun,Y
8345,systemic,Nuanced adjective,Y
8346,socket,Simple noun,N
8347,gourmet,Nuanced adjective/noun,Y
8348,clump,Multiple meanings,Y
8349,subdivision,Abstract noun,Y
8350,eerie,Nuanced adjective,Y
8351,cycling,Sports/activity,N
8352,start-up,Nuanced compound,Y
8353,nebula,Technical,N
8354,arrogance,Abstract noun,Y
8355,aquatic,Nuanced adjective,Y
8356,disappoint,Nuanced verb,Y
8358,lighter,Multiple meanings,Y
8359,harden,Multiple meanings,Y
8360,liaison,Nuanced noun,Y
8361,colon,Multiple meanings,Y
8362,cassette,Simple noun,N
8363,directory,Simple noun,N
8364,vapor,Simple noun,N
8365,dwelling,Nuanced noun,Y
8366,sage,Multiple meanings,Y
8369,burner,Multiple meanings,Y
8371,trooper,Simple noun,N
8372,dominican,Nationality,N
8373,evacuation,Abstract noun,Y
8374,decidedly,Nuanced adverb,Y
8376,carving,Simple noun,N
8377,frank,Multiple meanings,Y
8379,hack,Multiple meanings,Y
8380,clamp,Multiple meanings,Y
8381,hinder,Nuanced verb,Y
8382,algorithm,Technical term,Y
8383,irrational,Nuanced adjective,Y
8384,pristine,Nuanced adjective,Y
8385,armored,Simple adjective,N
8386,patiently,Nuanced adverb,Y
8387,paperback,Simple noun,N
8388,boutique,Multiple meanings,Y
8389,navigation,Multiple meanings,Y
8390,diver,Simple noun,N
8391,alpine,Simple adjective,N
8392,plaster,Multiple meanings,Y
8393,abnormal,Nuanced adjective,Y
8396,redemption,Abstract noun,Y
8397,improper,Nuanced adjective,Y
8398,creditor,Nuanced noun,Y
8400,bamboo,Simple noun,N
8403,prosper,Nuanced verb,Y
8404,pianist,Simple noun,N
8406,heartbeat,Simple noun,N
8407,interception,Multiple meanings,Y
8409,downward,Nuanced adjective/adverb,Y
8411,adaptive,Nuanced adjective,Y
8412,plasma,Technical,N
8413,danish,Nationality/food,N
8414,stainless,Simple adjective,N
8415,tread,Multiple meanings,Y
8416,divided,Nuanced adjective,Y
8417,co-founder,Simple noun,N
8418,stifle,Nuanced verb,Y
8419,sentimental,Nuanced adjective,Y
8420,insecurity,Abstract noun,Y
8421,synthesis,Abstract noun,Y
8422,recognizable,Nuanced adjective,Y
8423,inclination,Abstract noun,Y
8424,boarding,Multiple meanings,Y
8425,inclusive,Nuanced adjective,Y
8426,pilgrimage,Nuanced noun,Y
8428,monumental,Nuanced adjective,Y
8429,memorize,Simple verb,N
8430,upscale,Nuanced adjective,Y
8431,thyme,Food/herb,N
8432,ninety,Number,N
8434,superficial,Nuanced adjective,Y
8435,reviewer,Simple noun,N
8436,puff,Multiple meanings,Y
8437,snort,Simple verb,N
8438,rig,Multiple meanings,Y
8439,pecan,Food,N
8440,misunderstand,Nuanced verb,Y
8441,excursion,Nuanced noun,Y
8442,superpower,Nuanced noun,Y
8443,annoying,Nuanced adjective,Y
8444,modernity,Abstract noun,Y
8445,hallmark,Nuanced noun,Y
8446,vocational,Nuanced adjective,Y
8447,cucumber,Food,N
8448,backing,Multiple meanings,Y
8449,playing,Basic,N
8450,nightclub,Simple noun,N
8451,sharpen,Multiple meanings,Y
8452,turnaround,Multiple meanings,Y
8453,crooked,Multiple meanings,Y
8454,satisfactory,Nuanced adjective,Y
8455,asphalt,Simple noun,N
8456,mortar,Multiple meanings,Y
8457,subscription,Nuanced noun,Y
8458,liable,Nuanced adjective,Y
8459,savor,Nuanced verb,Y
8460,demonstrator,Simple noun,N
8461,impending,Nuanced adjective,Y
8462,microscope,Simple noun,N
8463,spear,Simple noun,N
8464,characterization,Abstract noun,Y
8465,weekday,Simple noun,N
8466,bloc,Nuanced noun,Y
8467,dorm,Simple noun,N
8468,broadcasting,Abstract noun,Y
8469,ledge,Simple noun,N
8470,overtime,Multiple meanings,Y
8471,mediation,Abstract noun,Y
8472,occupant,Nuanced noun,Y
8473,best-seller,Simple noun,N
8474,bitterness,Abstract noun,Y
8475,chimney,Simple noun,N
8476,lateral,Nuanced adjective,Y
8477,aroma,Simple noun,N
8478,packed,Nuanced adjective,Y
8479,groove,Multiple meanings,Y
8480,relay,Multiple meanings,Y
8481,thwart,Nuanced verb,Y
8483,curved,Simple adjective,N
8484,buffet,Multiple meanings,Y
8485,stint,Nuanced noun,Y
8486,ye,Archaic,N
8487,fin,Simple noun,N
8488,dispense,Multiple meanings,Y
8489,jog,Multiple meanings,Y
8490,awfully,Nuanced adverb,Y
8491,cruelty,Abstract noun,Y
8492,lantern,Simple noun,N
8493,plateau,Multiple meanings,Y
8494,slaughter,Multiple meanings,Y
8495,cosmetic,Multiple meanings,Y
8496,lily,Flower,N
8497,heroine,Nuanced noun,Y
8499,retrospect,Nuanced noun,Y
8501,recommended,Nuanced adjective,Y
8502,trot,Simple verb,N
8503,socialize,Nuanced verb,Y
8504,damaging,Nuanced adjective,Y
8505,mingle,Nuanced verb,Y
8506,clubhouse,Simple noun,N
8507,pony,Animal,N
8508,peripheral,Nuanced adjective,Y
8509,grapple,Nuanced verb,Y
8510,stocking,Multiple meanings,Y
8511,hospitality,Abstract noun,Y
8512,floral,Simple adjective,N
8513,centerpiece,Multiple meanings,Y
8515,imperative,Nuanced adjective/noun,Y
8516,congratulate,Nuanced verb,Y
8519,compression,Technical,Y
8520,heightened,Nuanced adjective,Y
8521,seriousness,Abstract noun,Y
8522,grammar,Simple noun,N
8523,indifferent,Nuanced adjective,Y
8524,railway,Simple noun,N
8525,citation,Multiple meanings,Y
8527,impoverished,Nuanced adjective,Y
8528,dude,Slang,N
8529,respectful,Nuanced adjective,Y
8530,humidity,Simple noun,N
8531,eternity,Abstract noun,Y
8532,martyr,Nuanced noun,Y
8533,synagogue,Religious,N
8534,ominous,Nuanced adjective,Y
8535,howl,Multiple meanings,Y
8536,pod,Multiple meanings,Y
8537,cricket,Sports/animal,N
8538,modernization,Abstract noun,Y
8539,structured,Nuanced adjective,Y
8540,rotten,Nuanced adjective,Y
8541,eligibility,Abstract noun,Y
8542,acting,Multiple meanings,Y
8543,deceive,Nuanced verb,Y
8544,coating,Simple noun,N
8545,crane,Multiple meanings,Y
8546,ethanol,Technical,N
8547,vodka,Simple noun,N
8548,farmhouse,Simple noun,N
8549,relic,Nuanced noun,Y
8550,hype,Nuanced noun,Y
8551,lightweight,Multiple meanings,Y
8553,jeopardy,Nuanced noun,Y
8554,vie,Nuanced verb,Y
8555,programmer,Simple noun,N
8556,faded,Nuanced adjective,Y
8557,crow,Multiple meanings,Y
8558,variability,Abstract noun,Y
8559,empowerment,Abstract noun,Y
8561,footprint,Multiple meanings,Y
8562,churn,Multiple meanings,Y
8563,materialize,Nuanced verb,Y
8564,unfinished,Nuanced adjective,Y
8565,irregular,Nuanced adjective,Y
8566,anguish,Abstract noun,Y
8567,decree,Nuanced noun/verb,Y
8568,abstraction,Abstract noun,Y
8569,transitional,Nuanced adjective,Y
8570,collaborator,Nuanced noun,Y
8571,downturn,Nuanced noun,Y
8573,indefinitely,Nuanced adverb,Y
8574,prominence,Abstract noun,Y
8575,commanding,Nuanced adjective,Y
8576,butcher,Multiple meanings,Y
8577,lesion,Medical,N
8578,temperament,Abstract noun,Y
8579,thankful,Nuanced adjective,Y
8581,muster,Nuanced verb,Y
8583,democratization,Abstract noun,Y
8584,promoter,Nuanced noun,Y
8585,cannon,Simple noun,N
8586,oblivious,Nuanced adjective,Y
8588,narcotic,Technical,N
8589,bodily,Nuanced adjective,Y
8590,multitude,Nuanced noun,Y
8591,knit,Multiple meanings,Y
8592,vault,Multiple meanings,Y
8593,chilly,Nuanced adjective,Y
8594,performing,Nuanced adjective,Y
8595,degrade,Nuanced verb,Y
8596,cloak,Multiple meanings,Y
8597,drummer,Simple noun,N
8598,vitality,Abstract noun,Y
8599,low-cost,Simple compound,N
8600,playful,Nuanced adjective,Y
8601,mildly,Nuanced adverb,Y
8602,convoy,Nuanced noun,Y
8603,cumulative,Nuanced adjective,Y
8604,lag,Multiple meanings,Y
8605,nylon,Simple noun,N
8606,disruptive,Nuanced adjective,Y
8607,mixing,Simple noun,N
8608,flank,Multiple meanings,Y
8609,diploma,Simple noun,N
8610,unconstitutional,Nuanced adjective,Y
8611,lash,Multiple meanings,Y
8612,outskirts,Nuanced noun,Y
8613,abide,Nuanced verb,Y
8614,thai,Nationality,N
8615,enclose,Nuanced verb,Y
8616,high-level,Nuanced compound,Y
8617,accumulation,Abstract noun,Y
8619,insulation,Abstract noun,Y
8620,fluctuation,Abstract noun,Y
8621,darken,Nuanced verb,Y
8622,imprison,Nuanced verb,Y
8623,irritate,Nuanced verb,Y
8624,flare,Multiple meanings,Y
8625,momentarily,Nuanced adverb,Y
8627,retaliation,Abstract noun,Y
8628,tasty,Simple adjective,N
8630,crushed,Nuanced adjective,Y
8631,unpopular,Nuanced adjective,Y
8632,worsen,Nuanced verb,Y
8633,haircut,Simple noun,N
8634,archaeology,Academic field,Y
8635,devour,Nuanced verb,Y
8636,aged,Multiple meanings,Y
8637,hefty,Nuanced adjective,Y
8638,parasite,Multiple meanings,Y
8639,chosen,Nuanced adjective,Y
8640,simplify,Nuanced verb,Y
8641,cock,Multiple meanings,Y
8642,thicken,Simple verb,N
8643,yep,Slang,N
8644,handkerchief,Simple noun,N
8645,noticeable,Nuanced adjective,Y
8646,sensory,Nuanced adjective,Y
8647,complementary,Commonly confused,Y
8648,envy,Multiple meanings,Y
8650,dictionary,Simple noun,N
8651,rove,Nuanced verb,Y
8652,curiously,Nuanced adverb,Y
8653,radiate,Multiple meanings,Y
8654,whereby,Transition/connector,Y
8655,pry,Multiple meanings,Y
8656,dresser,Simple furniture,N
8660,denomination,Multiple meanings,Y
8661,consolidation,Abstract noun,Y
8662,customary,Nuanced adjective,Y
8664,stigma,Abstract noun,Y
8665,bitterly,Nuanced adverb,Y
8666,mystical,Nuanced adjective,Y
8668,humane,Nuanced adjective,Y
8669,grate,Multiple meanings,Y
8670,metallic,Simple adjective,N
8671,boycott,Multiple meanings,Y
8672,skim,Multiple meanings,Y
8673,referee,Simple noun,N
8675,pudding,Simple food,N
8676,digit,Multiple meanings,Y
8677,alas,Interjection,N
8678,intuition,Abstract noun,Y
8679,deceased,Nuanced adjective,Y
8681,accustomed,Nuanced adjective,Y
8682,reckon,Nuanced verb,Y
8683,canon,Multiple meanings,Y
8684,restrictive,Nuanced adjective,Y
8685,granddaughter,Family term,N
8686,sociologist,Simple noun,N
8687,dissatisfaction,Abstract noun,Y
8688,eccentric,Nuanced adjective,Y
8689,transparency,Abstract noun,Y
8690,refrigerate,Simple verb,N
8692,charismatic,Nuanced adjective,Y
8693,overhear,Nuanced verb,Y
8695,gracious,Nuanced adjective,Y
8696,enthusiast,Nuanced noun,Y
8697,volcanic,Simple adjective,N
8698,continuum,Nuanced noun,Y
8699,damaged,Basic adjective,N
8703,insurgency,Nuanced noun,Y
8704,entertainer,Simple noun,N
8705,zoning,Technical,N
8706,fort,Simple noun,N
8708,guided,Nuanced adjective,Y
8709,stink,Multiple meanings,Y
8710,diversify,Nuanced verb,Y
8711,thickness,Simple noun,N
8712,demeanor,Abstract noun,Y
8713,overthrow,Nuanced verb,Y
8715,doctorate,Simple noun,N
8716,tempting,Nuanced adjective,Y
8717,grumble,Nuanced verb,Y
8719,quake,Multiple meanings,Y
8720,reckless,Nuanced adjective,Y
8721,drawback,Abstract noun,Y
8722,foreground,Multiple meanings,Y
8723,toxin,Technical,N
8724,trade-off,Nuanced compound,Y
8725,freight,Nuanced noun,Y
8726,muffin,Simple food,N
8727,dazzling,Nuanced adjective,Y
8728,announcer,Simple noun,N
8729,vengeance,Abstract noun,Y
8730,clout,Nuanced noun,Y
8732,glossy,Nuanced adjective,Y
8733,mar,Nuanced verb,Y
8734,athletics,Simple noun,N
8736,heavyweight,Multiple meanings,Y
8737,ape,Multiple meanings,Y
8738,drastically,Nuanced adverb,Y
8739,salsa,Simple food,N
8740,moth,Animal,N
8741,lighten,Multiple meanings,Y
8742,sprint,Multiple meanings,Y
8743,influx,Nuanced noun,Y
8744,ghetto,Nuanced noun,Y
8745,terrifying,Nuanced adjective,Y
8746,bacterial,Technical,N
8747,rooftop,Simple noun,N
8748,sizable,Nuanced adjective,Y
8749,handicap,Multiple meanings,Y
8750,phony,Nuanced adjective,Y
8751,hemisphere,Multiple meanings,Y
8752,decision-making,Nuanced compound,Y
8753,housewife,Simple noun,N
8754,apprentice,Nuanced noun,Y
8756,cavalry,Simple noun,N
8757,absorption,Abstract noun,Y
8758,catfish,Food/animal,N
8759,piss,Vulgar,N
8760,outward,Nuanced adjective/adverb,Y
8761,supernatural,Nuanced adjective,Y
8762,allude,Nuanced verb,Y
8763,epic,Multiple meanings,Y
8764,fig,Food,N
8765,furnishings,Simple noun,N
8766,rogue,Multiple meanings,Y
8767,starving,Nuanced adjective,Y
8768,seduce,Nuanced verb,Y
8769,amaze,Nuanced verb,Y
8770,zoom,Multiple meanings,Y
8771,coax,Nuanced verb,Y
8773,seating,Simple noun,N
8774,hand-held,Simple compound,N
8775,entrepreneurial,Nuanced adjective,Y
8776,offseason,Nuanced noun,Y
8777,cleric,Nuanced noun,Y
8778,affective,Nuanced adjective,Y
